18398,28114
12825,11829
9717,12248
5033,26427
849,14951
26229,17211
25855,2155
24537,27378
114,25711
20030,15704
481,19067
4573,25446
773,1700
24161,7733
1042,23783
11919,15323
26,21113
1017,27078
13130,23094
8489,19907
158,25372
45,8261
24686,29634
7050,1840
6905,10326
26235,14818
3387,3813
5864,28153
5180,2638
12839,27563
23515,8523
11999,4337
1710,2146
27056,13930
72,5497
8799,29132
20851,11534
5306,9292
18100,6638
576,12980
20222,28168
9718,15590
2193,3963
19580,26445
98,103
5940,4614
481,18676
5699,20746
222,15024
28001,17930
28357,22397
822,1840
19460,12718
2208,3445
24161,127
29453,20449
12380,4265
53,22229
3113,18657
12010,7133
17425,11744
17000,18450
2982,2429
13,27786
20269,12718
5,20235
18100,139
94,691
5237,18623
10760,27742
107,18256
15423,4959
73,18356
41,28742
61,3240
27978,28025
5402,14096
5127,27148
14752,17827
24015,8261
24161,603
2376,17353
10911,28524
12376,5128
8513,27556
24537,13767
114,8688
9974,4979
2763,22004
9717,12678
8523,27737
23632,2525
12,22265
177,139
12476,22631
22682,9161
73,14926
10199,18673
9239,1436
8126,512
177,9353
5063,28671
23917,24194
27056,1008
10796,487
88,20452
4813,3780
8,23631
8,4389
24161,1086
7223,27823
8417,9656
1710,6457
10911,5127
103,28313
9756,26607
5127,27563
8,603
2171,15176
177,7620
5237,465
22682,23718
6035,583
24041,14975
29936,23682
67,27756
86,27960
9,4367
18171,13920
5127,19112
75,5775
26148,1135
26259,8688
28357,3287
7050,8436
318,16563
1,13766
20152,7733
1358,22398
8126,2811
76,24366
751,28863
18171,28678
18751,13578
4133,24874
8,12784
21449,19618
23632,16605
10911,11784
8701,6516
18100,8335
16303,2463
9974,22631
13677,683
20046,3083
24161,13130
22917,17816
17397,12248
6079,19046
2425,14196
17425,28346
2127,542
2590,2540
5306,28863
16886,8662
12440,12723
25959,530
74,17547
4582,22397
13130,1379
6089,19046
73,2994
2425,7228
4573,20540
90,1745
23001,9755
6035,530
12834,4182
4,14684
61,239
952,21332
1710,21192
18100,9406
21231,17573
98,24648
822,3096
25959,23863
412,20235
2208,1332
11999,14096
11176,7069
9523,19898
28,16957
237,5128
6828,9406
8809,17634
5405,12723
1885,5373
26,14795
11418,21266
24161,14763
25959,583
20046,6086
27384,5128
2278,9433
23515,93
24537,28003
24161,8232
397,21433
6035,24594
4845,20572
26148,12358
2391,12718
25957,20629
3304,15024
24161,2433
28114,25399
29627,42
23632,10058
19839,1556
22829,28678
25621,11762
4582,4093
3230,1171
26949,22
23632,1418
57,29422
22240,5355
14539,14096
111,17622
25959,6585
24161,338
1163,7133
10879,14096
16921,4945
9239,9454
16303,264
114,27265
9,29235
26418,12957
11176,29504
12476,16957
6443,16262
21567,12637
29463,3897
7733,3127
11007,22493
4582,4092
28114,28749
6810,10245
24,17843
6216,3335
29627,77
24161,22
1976,3628
4845,3445
23840,23237
29323,8737
5063,10975
5703,16349
9711,10350
7044,25288
7903,19074
196,9755
5063,116
1790,2540
158,10742
9000,10737
26235,20697
9974,25604
13855,11573
637,11422
13130,683
12440,15176
8003,8752
114,27318
6096,8760
25959,279
11398,27517
22166,16154
4743,19562
27174,11529
6216,4488
10126,9755
28001,25288
262,9935
26148,12568
849,13069
9711,12568
14827,21878
22394,5190
10618,22625
8701,8940
1577,7569
12049,2879
24015,9093
10273,3925
29627,24817
21289,2619
21331,8373
2193,4164
16921,24962
4582,158
24015,12705
170,12434
4491,691
20269,20452
12834,3178
18623,209
16303,249
22917,5923
6828,4340
73,18045
12141,27255
5670,29539
23351,19318
7044,23863
25945,4164
7044,18009
11207,12223
73,9945
7044,4973
6788,6609
3582,7126
19360,26854
1358,13307
2278,814
318,5891
13986,25434
6216,23684
12825,2289
24160,7189
902,23935
17156,22296
5748,8186
12440,12678
8517,18676
9837,26733
4845,1332
554,3203
8701,13307
17,9892
18104,17846
18623,6386
12520,18440
12839,3520
2171,17622
2982,2049
25959,17827
941,5497
3304,6585
318,25585
24537,26536
15333,29461
5731,15848
15938,13389
7128,26427
24331,8373
26622,27378
20046,662
72,28192
27978,28747
9769,20599
4456,15920
887,12094
318,13544
12117,19067
14752,15161
16223,928
2020,2374
2499,27421
24161,683
4166,12694
412,19642
3304,25160
7903,25783
13531,1158
26266,21108
7,24161
3790,20571
10576,12109
84,13263
19460,13544
29616,12957
6788,6619
25855,7927
23632,20948
2785,18425
10488,3127
25959,12094
5670,13133
12566,22940
9239,15384
6878,786
8523,5311
2068,18005
5237,12446
4263,10369
9060,22980
2736,4256
7901,11007
27921,26552
24161,29022
27547,7453
1150,25956
11999,26427
7044,11649
12566,19189
887,9100
2130,12701
6035,11649
465,19254
26148,10350
5063,991
5405,4488
18954,21742
23019,4297
13855,14647
20030,28671
14539,26427
10567,12038
22166,24681
4705,2690
5513,26874
24537,7921
6412,12428
22917,12130
4491,20473
1443,8829
1915,29165
9711,12358
1,9608
