13399,21593
4856,13136
10370,20357
376,11563
10746,21545
3567,12259
6982,17154
2869,23123
2942,16801
12873,20357
5078,17261
853,10829
785,13960
2384,20357
12061,18985
6329,6982
19619,22595
5002,22871
9561,17503
2648,11452
3647,23221
11141,28329
12323,15768
7633,22142
4751,22597
9184,13136
5078,28161
18720,19154
23272,28675
704,18157
1682,6031
658,25239
3936,8637
3197,21826
8448,26427
7353,11338
7353,8281
7223,27200
12935,25020
1152,12873
23823,29872
21082,26051
1742,13960
11965,23313
970,10300
3052,11456
1525,3208
5125,6679
6283,20255
2053,20434
2053,12069
3056,13960
2302,5078
3690,9635
3056,22645
19617,25478
4209,21944
5078,24558
1704,17437
6566,28675
5406,11456
15670,18292
23402,25182
1234,16900
5597,16610
3056,14471
6579,14010
9237,22481
10217,12705
17503,20950
7323,29025
7633,16190
9635,13642
2648,10370
21146,26994
15242,16437
13960,14471
4882,7766
1303,21325
3272,24113
4882,8135
19972,26051
2150,8637
3508,9465
13590,18985
10955,11456
2444,14049
3922,21475
12373,27855
2881,15670
11279,12441
203,5078
8375,25239
2869,5679
2878,17919
21739,29025
8637,12555
2444,26265
4327,11770
785,3056
11534,15162
5513,26229
12781,25677
15305,26796
4428,10941
2402,10829
11131,21826
3056,4882
3884,29281
1487,6715
18469,19615
20278,21593
22761,28329
2332,4132
10417,11802
3056,5009
785,27686
1206,22773
3056,13875
1152,20732
3197,11247
4978,9635
26649,29281
3494,12992
9465,12935
280,19811
12438,21043
2869,21515
6349,22588
12307,25239
6954,12935
5789,7081
1680,15768
2053,4467
1967,21082
8637,22076
7353,14471
21058,23397
11456,19199
20357,21525
14097,29451
4420,10470
15400,28053
20357,20732
1529,4425
273,4315
9994,15119
3208,26394
19972,28859
2648,7633
9978,21775
6592,9394
12460,13347
6592,10290
11802,26046
1742,27686
21082,28859
7766,24113
22801,28095
22773,28937
5078,27217
4079,9491
2334,11534
3684,7895
7323,26982
13960,24113
6135,17942
14658,17919
3146,7184
8637,10049
7323,19166
8868,23167
6349,6962
6477,19703
8375,19414
4493,8448
1757,12520
4086,29659
11177,12824
1716,19414
12003,19703
2224,17437
16190,20732
2332,19199
2332,5566
10217,20980
13960,27686
5707,20357
5353,12279
4833,11284
1682,6715
21820,23885
11456,26960
2153,22773
5009,7353
3435,25182
5088,13136
2213,4420
2021,19703
3922,18763
16610,22943
10709,22773
6763,22991
21593,28329
3494,3505
10829,19692
7353,8135
4425,6031
25385,28053
12438,21545
7821,9465
3435,7409
704,26318
5078,23780
22645,27686
8637,29352
1411,27686
18985,20612
3417,15242
5078,21755
12933,17974
4833,26864
4086,23516
970,2518
11126,23397
3864,15670
15282,16610
4751,21797
5009,27686
6763,26469
6576,21082
10828,23608
17649,29451
13960,22645
11338,27686
1967,19972
15185,22805
18243,23295
2220,12373
1678,8637
10760,23632
3272,4882
273,3940
1680,19123
10816,13994
1303,19873
6922,27434
4144,22645
10260,13669
11299,27517
1697,21146
5782,5800
14471,24113
11926,16776
10513,11419
4882,13960
3940,23147
5176,18180
1319,9491
13399,28329
11580,15954
5518,25020
1716,23147
15670,19039
6954,10505
1480,18243
20102,28611
1613,3895
20032,22885
13868,18497
4833,4853
11035,21700
18243,19426
2259,25024
7353,7766
20443,25451
23397,28296
19166,21739
1716,8375
8247,12705
16521,17919
7713,14755
2869,25366
8135,13960
26828,27726
25106,27726
4833,7143
10941,16061
8135,24113
5769,11187
6245,18107
7353,22645
3744,16366
18469,26381
3494,17996
5769,11754
9465,16801
4133,26229
3474,10217
6109,9994
3795,11770
5858,28468
704,4832
4428,11131
17691,25451
4882,11338
1234,12201
7106,21191
4073,11456
18243,22189
1548,17205
11350,21820
8450,12438
2110,27366
6592,16160
21593,22761
11456,29688
15563,25239
7656,21146
2053,11577
5518,9465
11452,20357
10804,11456
4315,23147
5568,23632
17503,17679
1745,3046
3849,8727
11259,29054
7633,20357
6043,29281
1776,5108
7596,15119
5881,9465
4856,5088
1200,29872
3417,7106
73,27434
3940,15563
2115,3199
6815,8853
17536,29491
5905,8868
9017,9994
5353,17533
15835,16610
1967,6576
1072,20793
1742,8281
3208,7625
6922,24160
21082,21958
1234,3773
12438,13247
2311,20255
2518,18198
10005,25757
23397,25654
19370,22805
10505,25020
1487,4425
6349,17283
9994,21355
21739,26982
3208,5339
2844,22628
4743,26229
8061,8637
5339,7625
21820,29222
9151,26630
5881,25020
18679,21797
4144,8281
5929,20102
23818,25897
4667,16951
10746,12438
14042,26829
13463,21010
9537,10505
1757,8273
2974,19592
10784,29165
22805,24703
1680,4773
7713,13700
12824,21573
1275,23021
8441,16189
5782,5784
2332,26960
9110,10829
3474,4751
3056,27686
8868,12974
17202,20499
22494,29765
23397,27270
14243,19703
11056,12781
16926,24465
11905,12812
3694,13261
6941,7887
11926,22109
2143,3567
10941,21826
11926,17147
9017,15119
6320,6847
1654,2110
7185,17821
1742,4882
10818,12675
10746,25652
15670,25463
14941,24475
3272,13960
1716,25239
1460,11534
10844,21082
5339,26394
2942,12935
9861,17533
13669,18620
5104,16437
8885,28329
12824,25140
8728,10468
6954,7475
15159,25765
6801,19703
6349,8978
2053,2975
72,26229
13416,26630
11131,16061
16483,18308
4434,15030
358,21146
19934,29054
1234,14523
21146,27335
13629,21962
4667,19870
4813,29281
6114,12229
13732,26166
22773,24615
12147,12675
8375,20362
3173,10176
7818,18107
17433,19429
11318,14755
1742,5009
15768,19123
12477,19198
4315,15563
14010,15411
9994,25272
8209,15670
15670,26159
10876,12548
4144,7766
8534,12438
6334,6592
10825,17433
10063,10649
2053,25450
9465,10505
7223,13423
1487,1682
7844,10173
7766,8281
1454,21146
4493,26427
15647,19717
10300,18198
704,24774
4480,20032
7848,17533
10746,23455
1680,11688
7766,13960
19598,25755
15648,22595
8247,28091
4493,10263
7821,9537
10746,13247
2115,10709
16357,23137
11141,13399
17533,20958
11294,12557
22959,28095
785,4144
4291,15670
20278,28329
5178,6647
3647,4214
8448,19457
8008,8637
1133,10829
6135,6932
12279,20217
15670,16892
17433,25795
4959,11534
160,16208
3272,27686
8761,10459
970,18198
17202,29056
29165,29663
4774,15202
19457,26427
2451,7671
3272,7353
1227,4833
8247,21797
941,26229
1487,8241
3806,4963
19879,22805
8247,18679
7578,19558
94,11271
10941,11247
1226,27504
11318,23241
8307,19398
1680,11042
11938,24017
4315,12307
6576,28859
20854,22857
11687,13153
8991,20846
10173,19182
11402,13422
8868,28997
3049,11456
1977,27020
4322,14970
6349,9499
11926,23141
8885,13187
16591,29765
2053,18808
9544,27855
13903,14601
1742,3272
9642,25328
1742,3056
13187,28329
4545,22252
5178,17821
10418,19480
7818,26521
14348,26381
17536,25974
8375,29482
8273,12520
3291,4191
6349,11717
10399,29866
7223,20389
157,25024
3940,12307
2332,10955
18062,24897
7185,21669
3207,22252
15119,25272
8606,11906
1716,15563
11035,14820
3917,11299
13975,29872
1543,11212
12930,28448
8534,10746
11271,20916
8218,18631
15572,26262
5205,11471
1554,26926
26672,29165
14895,18001
2311,27322
1411,8135
28432,29997
2053,15701
17202,23229
9999,21146
1544,6576
11402,23769
3056,8135
785,7353
619,19925
12454,24026
273,29482
4833,26570
11403,17052
2115,2153
1958,2816
4833,10411
18089,21241
3377,20429
5072,13670
2332,5406
2110,15599
6195,18107
12705,28314
16357,28200
636,6564
23147,29482
8135,27686
2942,10505
4882,8281
5108,22309
8281,24113
8245,8727
3228,12450
8868,11158
3567,19424
12824,28115
9239,10760
8868,13201
1303,17290
6699,28580
5009,13960
6349,8751
1680,26674
7887,28284
2332,29688
25098,25949
11191,15030
19203,19570
2465,15797
658,1716
17071,20629
5205,8797
1606,17031
19199,26336
25689,29382
21413,28377
5176,27732
4833,16260
10205,12839
2332,3052
1606,4288
15030,20780
3377,24427
4144,24113
17974,28627
8050,11456
8463,18159
20362,25239
4673,25978
11655,21203
7766,27686
6576,26051
17536,25963
8421,11534
6715,8241
11956,18243
2332,10804
1154,8713
8744,28095
16270,22805
11131,11247
15247,17133
3209,5108
2942,7475
10513,13240
10804,19199
6922,21514
2140,3713
11271,23311
23598,26630
19198,23939
1977,18912
2974,4493
11141,13187
23909,24954
5927,19703
11346,29183
17536,29838
1030,22252
1411,3056
21645,27395
6764,10513
5769,16759
2044,22252
11523,16374
16357,19670
8176,12520
2942,7821
4371,5566
13718,15889
4774,23605
8375,23147
13464,21717
22,23632
280,1321
13096,19717
8135,11338
10829,14393
13187,20278
2311,6283
7798,8868
6550,26926
1680,12323
12806,17974
14600,17536
12061,20612
7663,8637
3533,24347
15737,22496
1234,28006
6966,14314
4667,16876
2942,25020
11905,20581
12307,20362
20671,21189
8606,26760
5769,9055
22765,29796
5075,9306
16500,29451
3508,25020
8240,22971
11534,22768
1680,11041
8868,10161
21221,27395
12364,17418
5848,5884
3056,7353
704,20840
3222,14010
9861,12279
24071,24123
7511,10760
1967,10844
7713,29862
785,4882
2709,20073
693,12693
19703,24412
260,10746
6539,15247
4667,7112
12824,15605
2135,21022
4031,21838
11044,11938
10746,15197
26455,27395
4541,21855
8798,12061
6283,16387
3893,23334
1742,4144
3895,29363
20775,23397
4653,12373
1965,9465
3659,17904
3165,4462
5568,9239
25330,29281
7459,23883
18551,28431
10520,18551
4371,11456
1012,16483
1846,4628
5475,10260
17536,25641
10393,20854
6153,21514
2667,18763
3701,14595
25149,26454
6072,12373
